aardvark,ˈɑɹdˌvɑɹk
asshole,ˈæshoʊɫ
assignment,əˈsaɪnmənt
assimilation,əˌsɪməˈɫeɪʃən
assist,əˈsɪst
assistant,əˈsɪstənt
associate,əˈsoʊsiˌeɪt
association,əˌsoʊsiˈeɪʃən
assortment,əˈsɔɹtmənt
assumption,əˈsəmpʃən
assurance,əˈʃʊɹəns
aster,ˈæstɝ
asterisk,ˈæstɝɪsk
asteroid,ˈæstɝˌɔɪd
asthma,ˈæzmə
asthmatic,æzˈmætɪk
astigmatism,əˈstɪɡməˌtɪzəm
astilbe,əˈstɪˌbi
astonishment,əˈstɑnɪʃmənt
astringent,əˈstɹɪndʒənt
astrodome,ˈæstɹəˌdoʊm
astrologer,əˈstɹɑɫədʒɝ
astrology,əˈstɹɑɫədʒi
astronaut,ˈæstɹəˌnɑt
astronomer,əˈstɹɑnəmɝ
astronomy,əˈstɹɑnəmi
astrophysicist,ˌæstɹoʊˈfɪsɪsɪst
astrophysics,ˌæstɹoʊˈfɪzɪks
astuteness,əˈstutnəs
asymmetry,ˌeɪˈsɪmətɹi
asymptote,ˈæsəmˌtoʊt
at,ˈæt
atavism,ˈætəvɪzəm
ataxia,ˈeɪˈtæksiə
atheism,ˈeɪθiˌɪzəm
atheist,ˈeɪθiəst
athenaeum,ˌæθəˈniəm
atherosclerosis,ˌæθɝoʊskɫɝˈoʊsɪs
athlete,ˈæθˌɫit
athleticism,æθˈɫɛtɪˌsɪzm
athletics,æθˈɫɛtɪks
atlas,ˈætɫəs
atmosphere,ˈætməsˌfɪɹ
atoll,ˈæˌtɑɫ
atomizer,ˈætəˌmaɪzɝ
atonement,əˈtoʊnmənt
atrium,ˈeɪtɹiəm
atrocity,əˈtɹɑsəti
atrophy,ˈætɹəfi
attache,ˌætəˈʃeɪ
attachment,əˈtætʃmənt
attack,əˈtæk
attacker,əˈtækɝ
attainder,əˈteɪndɝ
attainment,əˈteɪnmənt
attar,ˈætɝ
attempt,əˈtɛmpt
attendance,əˈtɛndəns
attendant,əˈtɛndənt
attention,əˈtɛnʃən
attentiveness,əˈtɛntɪvnəs
attenuation,əˌtɛnjuˈeɪʃən
attic,ˈætɪk
attire,əˈtaɪɝ
attitude,ˈætəˌtud
attraction,əˈtɹækʃən
attractiveness,əˈtɹæktɪvnəs
attribute,ˈætɹəbˌjut
attribution,ˌætɹɪbˈjuʃən
attrition,əˈtɹɪʃən
auction,ˈɑkʃən
auctioneer,ˌɑkʃəˈnɪɹ
audacity,ɑˈdæsəti
audible,ˈɑdəbəɫ
audience,ˈɑdiəns
audio,ˈɑdiˌoʊ
audiotape,ˈɔdioʊˌteɪp
audiovisual,ˌɔdioʊˈvɪʒuəɫ
audit,ˈɔdɪt
audition,ɑˈdɪʃən
auditor,ˈɔdɪtɝ
auditorium,ˌɔdəˈtɔɹiəm
auger,ˈɔɡɝ
augmentation,ˌɑɡmɛnˈteɪʃən
augur,ˈɔɡɝ
aunt,ˈænt
aura,ˈɔɹə
aureole,ˈɑɹioʊɫ
aurora,ɝˈɔɹə
auspice,ˈɔspɪs
auspices,ˈɔspɪsɪz
austerity,ˌɔˈstɛɹɪti
austral,ˈɔstɹəɫ
australopithecine,ɔˌstɹeɪɫoʊˈpɪθəˌsaɪn
authentication,ɔˌθɛntəˈkeɪʃən
authenticity,ˌɔθənˈtɪsɪti
authoritarian,əˌθɔɹəˈtɛɹiən
authority,əˈθɔɹəti
authorization,ˌɔθɝəˈzeɪʃən
authorship,ˈɔθɝˌʃɪp
autism,ˈɔˌtɪzəm
autobahn,ˈɔtoʊˌbɑn
autobiographer,ˌɔtəbaɪˈɑɡɹəfɝ
autobiography,ˌɔtəbaɪˈɑɡɹəfi
autoclave,ˈɔtoʊˌkɫeɪv
autocracy,ɔˈtɑkɹəsi
autograph,ˈɔtəˌɡɹæf
automation,ɔtəˈmeɪʃən
automaton,ɔˈtɑməˌtɑn
autonomy,əˈtɑnəmi
autopilot,ˈɔtoʊˌpaɪɫət
autopsy,ˈɔˌtɑpsi
autoradiograph,ɑtoʊˈɹeɪdioʊɡɹæf
avail,əˈveɪɫ
avalanche,ˈævəˌɫæntʃ
avarice,ˈævɝəs
avatar,ˈævəˌtɑɹ
avenger,əˈvɛndʒɝ
avenue,ˈævəˌnu
average,ˈævɝɪdʒ
aversion,əˈvɝʒən
averting,əˈvɝtɪŋ
aviary,ˈeɪviˌɛɹi
aviation,ˌeɪviˈeɪʃən
aviator,ˈeɪviˌeɪtɝ
avionics,ˌeɪviˈɑnɪks
avocado,ˌævəˈkɑdoʊ
avocation,ˌævəˈkeɪʃən
avoidance,əˈvɔɪdəns
awakening,əˈweɪkənɪŋ
award,əˈwɔɹd
awareness,əˈwɛɹnəs
awe,ˈɑ
awfulness,ˈɔfəɫnəs
awkwardness,ˈɔkwɝdnəs
awning,ˈɑnɪŋ
ax,ˈæks
axiom,ˈæksiəm
axis,ˈæksəs
axle,ˈæksəɫ
axon,ˈækˌsɑn
ayatollah,ˌaɪəˈtoʊɫə
azure,ˈæʒɝ
baa,ˌbiˌeɪˈeɪ
baas,ˈbɑz
baba,ˈbɑbə
babble,ˈbæbəɫ
babbler,ˈbæbɫɝ
babka,ˈbæbkə
baboon,bəˈbun
babushka,bəˈbʊʃkə
baby,ˈbeɪbi
babysitter,ˈbeɪbiˌsɪtɝ
babysitting,ˈbeɪbiˌsɪtɪŋ
baccarat,ˌbɑkɝˈɑ
bachelor,ˈbætʃəɫɝ
bacillus,bəˈsɪɫəs
back,ˈbæk
backache,ˈbæˌkeɪk
backboard,ˈbækˌbɔɹd
backbone,ˈbækˌboʊn
backdrop,ˈbækˌdɹɑp
backfire,ˈbækˌfaɪɹ
backgammon,ˈbækˌɡæmən
background,ˈbækˌɡɹaʊnd
backhand,ˈbækˌhænd
backhoe,ˈbækˌhoʊ
backing,ˈbækɪŋ
backlash,ˈbæˌkɫæʃ
backlog,ˈbæˌkɫɑɡ
backpack,ˈbækˌpæk
backpacker,ˈbækˌpækɝ
backroom,ˈbæˌkɹum
backsaw,ˈbækˌsɑ
backseat,bækˈsit
backsliding,ˈbækˌsɫaɪdɪŋ
backspin,ˈbækspɪn
backstairs,ˈbækˌstɛɹz
backstitch,ˈbækstɪtʃ
backstop,ˈbækˌstɑp
backstroke,ˈbækˌstɹoʊk
backup,ˈbæˌkəp
backwater,ˈbæˌkwɔtɝ
backwoods,ˈbæˈkwʊdz
backyard,ˈbækˌjɑɹd
bacon,ˈbeɪkən
bacteria,bækˈtɪɹiə
bacteriology,ˌbæktɪˌɹiˈɑɫədʒi
bad,ˈbæd
badge,ˈbædʒ
badger,ˈbædʒɝ
badgering,ˈbædʒɝɪŋ
badminton,ˈbædˌmɪntən
badness,ˈbædnəs
baedeker,ˈbeɪdəkɝ
baffle,ˈbæfəɫ
baffled,ˈbæfəɫd
bag,ˈbæɡ
bagel,ˈbeɪɡəɫ
baggage,ˈbæɡədʒ
bagman,ˈbæɡmən
bagpipe,ˈbæɡˌpaɪp
baht,ˈbɑt
bail,ˈbeɪɫ
bailey,ˈbeɪɫi
bailiff,ˈbeɪɫəf
bailiwick,ˈbeɪɫɪˌwɪk
bailor,ˈbeɪɫɝ
bait,ˈbeɪt
baiting,ˈbeɪtɪŋ
baize,ˈbeɪz
baker,ˈbeɪkɝ
bakery,ˈbeɪkɝi
baking,ˈbeɪkɪŋ
balaclava,ˌbɑɫɑˈkɫɑvɑ
balance,ˈbæɫəns
balancer,ˈbæɫənsɝ
balas,ˈbæɫəs
balata,ˈbæɫətə
balboa,bɑɫˈboʊə
balbriggan,bæɫˈbɹɪɡən
balcony,ˈbæɫkəni
balderdash,ˈbɔɫdɝˌdæʃ
baldness,ˈbɔɫdnəs
baldric,ˈbæɫdɹɪk
bale,ˈbeɪɫ
balk,ˈbɑɫk
ball,ˈbɔɫ
ballad,ˈbæɫəd
ballade,bəˈɫɑd
ballast,ˈbæɫəst
ballcock,ˈbɔɫˈkɑk
ballerina,ˌbæɫɝˈinə
ballet,bæˈɫeɪ
ballgame,bɔɫˈɡeɪm
ballistics,bəˈɫɪstɪks
balloon,bəˈɫun
ballooning,bəˈɫunɪŋ
balloonist,bəˈɫunɪst
ballot,ˈbæɫət
ballpark,ˈbɔɫˌpɑɹk
ballplayer,ˈbɔɫˌpɫeɪɝ
ballpoint,ˈbɔɫpɔɪnt
ballroom,ˈbɔɫˌɹum
ballyhoo,ˈbæɫiˈhu
balm,ˈbɑɫm
balmoral,bæɫˈmɔɹəɫ
baloney,bəˈɫoʊni
balsam,ˈbɔɫsəm
ban,ˈbæn
banana,bəˈnænə
band,ˈbænd
bandage,ˈbændɪdʒ
bandicoot,ˈbændiˌkut
bandit,ˈbændət
banditry,ˈbændətɹi
bandleader,ˈbændɫidɝ
bandstand,ˈbændˌstænd
bandwagon,ˈbændˌwæɡən
bandwidth,ˈbændwɪdθ
bane,ˈbeɪn
bang,ˈbæŋ
banger,ˈbæŋɝ
banging,ˈbæŋɪŋ
bangle,ˈbæŋɡəɫ
banishment,ˈbænɪʃmənt
banjo,ˈbænˌdʒoʊ
bank,ˈbæŋk
bankbook,ˈbæŋkˌbʊk
banker,ˈbæŋkɝ
banking,ˈbæŋkɪŋ
bankroll,ˈbæŋˌkɹoʊɫ
bankrupt,ˈbæŋkɹəpt
bankruptcy,ˈbæŋkɹəpsi
banner,ˈbænɝ
bannister,ˈbænəstɝ
banquet,ˈbæŋkwət
banshee,ˈbænʃi
bantam,ˈbæntəm
banter,ˈbæntɝ
banyan,ˈbænjən
baptism,ˈbæptɪzəm
bar,ˈbɑɹ
barb,ˈbɑɹb
barbecue,ˈbɑɹbɪkˌju
barbecuing,ˈbɑɹbɪkˌjuɪŋ
barbel,ˈbɑɹˌbɛɫ
barbell,ˈbɑɹˌbɛɫ
barber,ˈbɑɹbɝ
barbershop,ˈbɑɹbɝˌʃɑp
barbette,bɑɹˈbɛt
barbiturate,bɑɹˈbɪtʃɝət
bard,ˈbɑɹd
bargain,ˈbɑɹɡən
bargainer,ˈbɑɹɡɪnɝ
bargaining,ˈbɑɹɡɪnɪŋ
barge,ˈbɑɹdʒ
baritone,ˈbɛɹəˌtoʊn
bark,ˈbɑɹk
barker,ˈbɑɹkɝ
barn,ˈbɑɹn
barnyard,ˈbɑɹnˌjɑɹd
barometer,bɝˈɑmɪtɝ
baron,ˈbæɹən
baroness,ˈbɛɹənɪs
baronet,ˈbɛɹənət
baroque,bɝˈoʊk
barrack,ˈbæɹək
barracuda,ˌbɛɹəˈkudə
barrage,bɝˈɑʒ
barrel,ˈbæɹəɫ
barrels,ˈbæɹəɫz
barren,ˈbæɹən
barrette,bɝˈɛt
barricade,ˈbæɹəˌkeɪd
barrier,ˈbæɹiɝ
barring,ˈbɑɹɪŋ
barrio,ˈbɑɹioʊ
barrister,ˈbæɹɪstɝ
barroom,ˈbɑɹˌɹum
barrow,ˈbæɹoʊ
bartender,ˈbɑɹˌtɛndɝ
barter,ˈbɑɹtɝ
bartlett,ˈbɑɹtɫɪt
basalt,bəˈsɔɫt
base,ˈbeɪs
baseball,ˈbeɪsˈbɔɫ
baseboard,ˈbeɪsˌbɔɹd
baseline,ˈbeɪˌsɫaɪn
basement,ˈbeɪsmənt
basenji,bəˈsɛndʒi
bash,ˈbæʃ
basic,ˈbeɪsɪk
basics,ˈbeɪsɪks
basil,ˈbæzəɫ
basilica,bəˈsɪɫɪkə
basin,ˈbeɪsən
basis,ˈbeɪsəs
basket,ˈbæskət
basketry,ˈbæskətɹi
basophilia,ˌbeɪsɔˈfɪˌɫiə
bass,ˈbæs
basset,ˈbæsɪt
bassist,ˈbeɪsɪst
bassoon,bəˈsun
bassoonist,bəˈsunɪst
bast,ˈbæst
bastard,ˈbæstɝd
baste,ˈbeɪst
bastille,ˈbæstɪɫ
basting,ˈbeɪstɪŋ
bastion,ˈbæstʃən
bat,ˈbæt
batch,ˈbætʃ
bath,ˈbæθ
bathe,ˈbeɪð
bather,ˈbæðɝ
bathing,ˈbeɪðɪŋ
batholith,ˈbæθəɫɪθ
bathrobe,ˈbæˌθɹoʊb
bathtub,ˈbæθtəb
batik,bəˈtik
batiste,bəˈtɪstə
batman,ˈbætˌmæn
baton,ˈbæˌtɑn
battalion,bəˈtæɫjən
batten,ˈbætən
batter,ˈbætɝ
battering,ˈbætɝɪŋ
battery,ˈbætɝi
batting,ˈbætɪŋ
battle,ˈbætəɫ
battlefield,ˈbætəɫˌfiɫd
battlefront,ˈbætəɫˌfɹənt
battlement,ˈbætəɫmənt
battleship,ˈbætəɫˌʃɪp
bauble,ˈbɔbəɫ
baud,ˈbɔd
bay,ˈbeɪ
bayonet,ˈbeɪəˌnɛt
bayou,ˈbaɪu
bazaar,bəˈzɑɹ
bazooka,bəˈzukə
beach,ˈbitʃ
beachcomber,ˈbitʃˌkoʊmɝ
beachfront,ˈbitʃfɹɑnt
beachhead,ˈbitʃˌhɛd
beacon,ˈbikən
bead,ˈbid
beading,ˈbidɪŋ
beadle,ˈbidəɫ
beads,ˈbidz
beagle,ˈbiɡəɫ
beak,ˈbik
beaker,ˈbikɝ
beam,ˈbim
bean,ˈbin
bear,ˈbɛɹ
beard,ˈbɪɹd
bearer,ˈbɛɹɝ
bearing,ˈbɛɹɪŋ
beast,ˈbist
beat,ˈbit
beater,ˈbitɝ
beating,ˈbitɪŋ
beatnik,ˈbitnɪk
beautician,ˈbjuˌtɪʃən
beauty,ˈbjuti
beaver,ˈbivɝ
beck,ˈbɛk
becket,ˈbɛkət
bed,ˈbɛd
bedbug,ˈbɛdbəɡ
bedfellow,ˈbɛdˌfɛɫoʊ
bedpan,ˈbɛdˌpæn
bedroom,ˈbɛˌdɹum
bedside,ˈbɛdˌsaɪd
bedspread,ˈbɛdsˌpɹɛd
bedtime,ˈbɛdˌtaɪm
bee,ˈbi
beef,ˈbif
beefsteak,ˈbifˌsteɪk
beehive,ˈbiˌhaɪv
beekeeper,ˈbiˌkipɝ
beekeeping,ˈbiˌkipɪŋ
beep,ˈbip
beeper,ˈbipɝ
beer,ˈbɪɹ
beet,ˈbit
beetle,ˈbitəɫ
beggar,ˈbɛɡɝ
beginning,bɪˈɡɪnɪŋ
begonia,bɪˈɡoʊnjə
behalf,bɪˈhæf
behavior,bɪˈheɪvjɝ
behaviorist,bɪˈheɪvjɝɪst
behest,bɪˈhɛst
beige,ˈbeɪʒ
being,ˈbiɪŋ
belch,ˈbɛɫtʃ
belching,ˈbɛɫtʃɪŋ
belfry,ˈbɛɫfɹi
belief,bɪˈɫif
believer,bəˈɫivɝ
believing,bɪˈɫivɪŋ
belittling,bɪˈɫɪtəɫɪŋ
bell,ˈbɛɫ
bellboy,ˈbɛɫˌbɔɪ
belle,ˈbɛɫ
belligerence,bəˈɫɪdʒɝəns
bellow,ˈbɛɫoʊ
bellows,ˈbɛɫoʊz
bellwether,ˈbɛɫˌwɛðɝ
belly,ˈbɛɫi
belonging,bɪˈɫɔŋɪŋ
beloved,bɪˈɫəvd
belt,ˈbɛɫt
belting,ˈbɛɫtɪŋ
beltway,ˈbɛɫtˌweɪ
beluga,bɪˈɫuɡə
belvedere,ˌbɛɫvəˈdɪɹ
ben,ˈbɛn
bench,ˈbɛntʃ
benchmark,ˈbɛntʃˌmɑɹk
bend,ˈbɛnd
bender,ˈbɛndɝ
bending,ˈbɛndɪŋ
benedick,ˈbɛnədɪk
benedictine,ˌbɛnəˈdɪktin
benediction,ˌbɛnəˈdɪkʃən
benefactor,ˈbɛnəˌfæktɝ
beneficence,bəˈnɛfəsəns
beneficiary,ˌbɛnəˈfɪʃiˌɛɹi
benefit,ˈbɛnəfɪt
benevolence,bəˈnɛvəɫəns
bent,ˈbɛnt
bentonite,ˈbɛntəˌnaɪt
benzene,ˈbɛnzin
benzodiazepine,ˌbɛnzoʊdiˈæzəpin
bequest,bɪˈkwɛst
berating,bɪˈɹeɪtɪŋ
bereaved,bɝˈivd
beret,ˈbɛɹeɪt
berk,ˈbɝk
berlin,bɝˈɫɪn
berm,ˈbɝm
berry,ˈbɛɹi
berth,ˈbɝθ
best,ˈbɛst
bestiality,bɛsˈtʃæɫɪti
bet,ˈbɛt
beta,ˈbeɪtə
betel,ˈbɛtəɫ
beth,ˈbɛθ
bethel,ˈbɛˌθɛɫ
betrayal,bɪˈtɹeɪəɫ
better,ˈbɛtɝ
betterment,ˈbɛtɝmənt
bettor,ˈbɛtɝ
bevel,ˈbɛvəɫ
beverage,ˈbɛvɝɪdʒ
bevy,ˈbɛvi
bewilderment,bɪˈwɪɫdɝmənt
bey,ˈbeɪ
bialy,biˈɑɫi
bias,ˈbaɪəs
bib,ˈbɪb
bible,ˈbaɪbəɫ
bibliography,ˌbɪbɫiˈɑɡɹəfi
bicarbonate,baɪˈkɑɹbənət
bicentennial,ˌbaɪsɛnˈtɛniəɫ
biceps,ˈbaɪˌsɛps
bicker,ˈbɪkɝ
bicycle,ˈbaɪsɪkəɫ
bicycling,ˈbaɪˌsɪkəɫɪŋ
bid,ˈbɪd
bidder,ˈbɪdɝ
bidding,ˈbɪdɪŋ
biennial,baɪˈɛniəɫ
bier,ˈbiɹ
bifocals,ˈbaɪfoʊkəɫz
bifurcation,ˌbaɪfɝˈkeɪʃən
bighorn,ˈbɪɡˌhɔɹn
bight,ˈbaɪt
bigos,ˈbiɡoʊz
bigot,ˈbɪɡət
bigotry,ˈbɪɡətɹi
bigram,ˈbaɪɡɹæm
bikini,bɪˈkini
bile,ˈbaɪɫ
bilingual,baɪˈɫɪŋɡwəɫ
bilingualism,baɪˈɫɪŋɡwəˌɫɪzəm
bill,ˈbɪɫ
billboard,ˈbɪɫˌbɔɹd
billet,ˈbɪɫət
billion,ˈbɪɫjən
billionaire,ˌbɪɫjəˈnɛɹ
billionth,ˈbɪɫjənθ
billow,ˈbɪɫoʊ
billy,ˈbɪɫi
bimbo,ˈbɪmboʊ
bimonthly,baɪˈmənθɫi
bin,ˈbɪn
bind,ˈbaɪnd
binder,ˈbaɪndɝ
binding,ˈbaɪndɪŋ
binoculars,bəˈnɑkjəɫɝz
binomial,baɪˈnoʊmiəɫ
biochemist,ˌbaɪoʊˈkɛməst
biochemistry,ˌbaɪoʊˈkɛməstɹi
biodiversity,ˌbaɪoʊdaɪˈvɝsəti
bioethics,ˌbaɪoʊˈɛθɪks
biofeedback,baɪoʊˈfidˌbæk
biographer,baɪˈɑɡɹəfɝ
biography,baɪˈɑɡɹəfi
biohazard,ˌbaɪoʊˈhæzɝd
biologist,baɪˈɑɫədʒɪst
biology,baɪˈɑɫədʒi
biophysics,ˌbaɪoʊˈfɪsɪks
biopsy,ˈbaɪɑpsi
biosphere,ˈbaɪoʊsˌfɪɹ
biosynthesis,ˌbaɪoʊˈsɪnθɛsɪs
biotechnology,ˌbaɪoʊˌtɛkˈnɑɫədʒi
biotin,ˈbaɪətən
biplane,ˈbaɪˌpɫeɪn
birch,ˈbɝtʃ
bird,ˈbɝd
birdcage,ˈbɝdkeɪdʒ
birdhouse,ˈbɝdhaʊs
birr,ˈbɝ
birth,ˈbɝθ
birthday,ˈbɝθˌdeɪ
birthmark,ˈbɝθˌmɑɹk
birthplace,ˈbɝθˌpɫeɪs
birthrate,ˈbɝˌθɹeɪt
birthright,ˈbɝˌθɹaɪt
biscuit,ˈbɪskət
bise,ˈbaɪz
bisexual,ˌbaɪˈsɛkʃuəɫ
bisexuality,ˌbaɪsɛkʃuˈæɫəti
bishop,ˈbɪʃəp
bison,ˈbaɪsən
bisque,ˈbɪsk
bistro,ˈbɪstɹoʊ
bit,ˈbɪt
bitch,ˈbɪtʃ
bite,ˈbaɪt
biter,ˈbaɪtɝ
bitter,ˈbɪtɝ
bitterness,ˈbɪtɝnəs
bitters,ˈbɪtɝz
bittersweet,ˈbɪtɝˌswit
bitumen,ˌbaɪˈtumən
biweekly,baɪˈwikɫi
black,ˈbɫæk
blackberry,ˈbɫækˌbɛɹi
blackbird,ˈbɫækbɝd
blackboard,ˈbɫækˌbɔɹd
blackening,ˈbɫækənɪŋ
blackjack,ˈbɫækˌdʒæk
blacklist,ˈbɫæˌkɫɪst
blackmail,ˈbɫækˌmeɪɫ
blackout,ˈbɫæˌkaʊt
blacksmith,ˈbɫæksˌmɪθ
blacktop,ˈbɫækˌtɑp
bladder,ˈbɫædɝ
blade,ˈbɫeɪd
blain,ˈbɫeɪn
blame,ˈbɫeɪm
blancmange,bɫəˈmɑndʒ
blandishment,ˈbɫændɪʃmənt
blandness,ˈbɫændnəs
blank,ˈbɫæŋk
blanket,ˈbɫæŋkət
blare,ˈbɫɛɹ
blasphemy,ˈbɫæsfəmi
blast,ˈbɫæst
blaster,ˈbɫæstɝ
blastoderm,ˈbɫæstədɝm
blastoff,ˈbɫæsˌtɔf
blastoma,ˌbɫæsˈtoʊmə
blather,ˈbɫæðɝ
blaze,ˈbɫeɪz
bleach,ˈbɫitʃ
bleacher,ˈbɫitʃɝ
bleachers,ˈbɫitʃɝz
bleakness,ˈbɫiknəs
bleeding,ˈbɫidɪŋ
blemish,ˈbɫɛmɪʃ
blend,ˈbɫɛnd
blessedness,ˈbɫɛsədnəs
blessing,ˈbɫɛsɪŋ
bleu,ˈbɫu
blight,ˈbɫaɪt
blimp,ˈbɫɪmp
blind,ˈbɫaɪnd
blindfold,ˈbɫaɪndˌfoʊɫd
blindness,ˈbɫaɪndnəs
blink,ˈbɫɪŋk
blinks,ˈbɫɪŋks
blip,ˈbɫɪp
bliss,ˈbɫɪs
blister,ˈbɫɪstɝ
blizzard,ˈbɫɪzɝd
bloat,ˈbɫoʊt
blob,ˈbɫɑb
bloc,ˈbɫɑk
block,ˈbɫɑk
blockade,ˌbɫɑˈkeɪd
blockage,ˈbɫɑkɪdʒ
blockbuster,ˈbɫɑkˌbəstɝ
blocker,ˈbɫɑkɝ
blockhouse,ˈbɫɑkˌhaʊs
blocking,ˈbɫɑkɪŋ
blogger,ˈbɫɔɡɝ
blond,ˈbɫɑnd
blood,ˈbɫəd
bloodbath,ˈbɫədˌbæθ
bloodhound,ˈbɫədhaʊnd
bloodletting,ˈbɫədˌɫɛtɪŋ
bloodstain,ˈbɫədˌsteɪn
bloodstone,ˈbɫədˌstoʊn
bloodstream,ˈbɫədˌstɹim
bloom,ˈbɫum
bloomers,ˈbɫumɝz
blooming,ˈbɫumɪŋ
blossoming,ˈbɫɑsəmɪŋ
blot,ˈbɫɑt
blotch,ˈbɫɑttʃ
blotter,ˈbɫɑtɝ
blouse,ˈbɫaʊs
blow,ˈbɫoʊ
blower,ˈbɫoʊɝ
blowgun,ˈbɫoʊˌɡən
blowhole,ˈbɫoʊˌhoʊɫ
blowing,ˈbɫoʊɪŋ
blowout,ˈbɫoʊˌaʊt
blowtorch,ˈbɫoʊˌtɔɹtʃ
blubber,ˈbɫəbɝ
bludgeon,ˈbɫədʒən
blue,ˈbɫu
blueberry,ˈbɫuˌbɛɹi
bluebird,ˈbɫuˌbɝd
bluebottle,ˈbɫuˌbɔtəɫ
bluegrass,ˈbɫuˌɡɹæs
bluejacket,ˈbɫuˌdʒækɪt
blueprint,ˈbɫuˌpɹɪnt
blues,ˈbɫuz
bluestone,ˈbɫuˌstoʊn
bluff,ˈbɫəf
bluffer,ˈbɫəfɝ
bluing,ˈbɫuɪŋ
blunder,ˈbɫəndɝ
bluntness,ˈbɫəntnəs
blur,ˈbɫɝ
blush,ˈbɫəʃ
bluster,ˈbɫəstɝ
boa,ˈboʊə
boar,ˈbɔɹ
board,ˈbɔɹd
boarder,ˈbɔɹdɝ
boarding,ˈbɔɹdɪŋ
boardroom,ˈbɔɹˌdɹum
boards,ˈbɔɹdz
boardwalk,ˈbɔɹdˌwɔk
boast,ˈboʊst
boat,ˈboʊt
boathouse,ˈboʊtˈhaʊs
boating,ˈboʊtɪŋ
boatload,ˈboʊtˌɫoʊd
boatman,ˈboʊtmən
boatswain,ˈboʊtsweɪn
bob,ˈbɑb
bobbin,ˈbɑbən
bobby,ˈbɑbi
bobcat,ˈbɑbˌkæt
bobsled,ˈbɑbˌsɫɛd
bocce,ˈboʊkə
bock,ˈbɑk
bodega,boʊˈdeɪɡə
bodice,ˈbɑdɪs
bodkin,ˈbɑdkɪn
body,ˈbɑdi
bodyguard,ˈbɑdiˌɡɑɹd
bog,ˈbɑɡ
bogey,ˈboʊɡi
bogeyman,ˈboʊɡiˌmæn
bohemia,boʊˈhimiə
bohemian,boʊˈhimiən
boil,ˈbɔɪɫ
boiler,ˈbɔɪɫɝ
boilerplate,ˈbɔɪɫɝˌpɫeɪt
boiling,ˈbɔɪɫɪŋ
bola,ˈboʊɫə
boldface,ˈboʊɫdˌfeɪs
boldness,ˈboʊɫdnəs
bole,ˈboʊɫ
bolero,boʊˈɫɛɹoʊ
bolivar,ˈbɑɫəvɝ
bolivia,bəˈɫɪviə
bollard,ˈbɑɫɝd
bologna,bəˈɫoʊni
bolster,ˈboʊɫstɝ
bolt,ˈboʊɫt
bolus,ˈboʊɫəs
bombardier,ˌbɑmbɝˈdɪɹ
bombardment,bɑmˈbɑɹdmənt
bombast,ˈbɑmbæst
bomber,ˈbɑmɝ
bombing,ˈbɑmɪŋ
bombshell,ˈbɑmˌʃɛɫ
bonanza,bəˈnænzə
bond,ˈbɑnd
bondage,ˈbɑndɪdʒ
bondholder,ˈbɑndˌhoʊɫdɝ
bonding,ˈbɑndɪŋ
bone,ˈboʊn
bones,ˈboʊnz
bonfire,ˈbɑnˌfaɪɝ
bong,ˈbɑŋ
bongo,ˈbɑŋˌɡoʊ
bonito,bəˈnitoʊ
bonnet,ˈbɑnət
bonus,ˈboʊnəs
boo,ˈbu
booby,ˈbubi
boodle,ˈbudəɫ
boogie,ˈbuɡi
book,ˈbʊk
bookbinder,ˈbʊkˌbaɪndɝ
bookcase,ˈbʊkˌkeɪs
bookend,ˈbʊˌkɛnd
booker,ˈbʊkɝ
booking,ˈbʊkɪŋ
bookkeeper,ˈbʊkˌkipɝ
bookkeeping,ˈbʊkˌkipɪŋ
booklet,ˈbʊkɫɪt
bookmaker,ˈbʊkmeɪkɝ
bookmark,ˈbʊkmɑɹk
bookmobile,ˈbʊkmoʊˌbiɫ
bookseller,ˈbʊkˌsɛɫɝ
bookshelf,ˈbʊkˌʃɛɫf
bookshop,ˈbʊkˌʃɑp
bookworm,ˈbʊˌkwɝm
boom,ˈbum
boondoggle,ˌbunˈdɑɡəɫ
boorishness,ˈbʊɹɪʃnəs
boost,ˈbust
booster,ˈbustɝ
boot,ˈbut
booth,ˈbuθ
bootleg,ˈbutˌɫɛɡ
bootlegger,ˈbutˌɫɛɡɝ
bootlegging,ˈbutˌɫɛɡɪŋ
bootstrap,ˈbutˌstɹæp
bop,ˈbɑp
border,ˈbɔɹdɝ
bore,ˈbɔɹ
boredom,ˈbɔɹdəm
boring,ˈbɔɹɪŋ
borough,ˈbɝˌoʊ
borrower,ˈbɑɹoʊɝ
borrowing,ˈbɑɹoʊɪŋ
borsch,ˈbɔɹʃ
bosom,ˈbʊzəm
boss,ˈbɑs
bot,ˈbɔt
botanical,bəˈtænɪkəɫ
botanist,ˈbɑtənɪst
botany,ˈbɑtəni
botfly,ˈbɑtˌfɫaɪ
bottle,ˈbɑtəɫ
bottler,ˈbɑtɫɝ
bottom,ˈbɑtəm
botulism,ˈbɑtʃuˌɫɪzəm
boudoir,ˈbuˌdɔɪɹ
bougainvillea,ˌbuˌɡeɪnˈvɪɫiə
bough,ˈbaʊ
bouillon,ˌbuˈwɪɫən
boulder,ˈboʊɫdɝ
bounce,ˈbaʊns
boundary,ˈbaʊndɝi
bounder,ˈbaʊndɝ
bounty,ˈbaʊnti
bouquet,buˈkeɪ
bourgeois,ˈbʊɹʒwɑ
boutique,buˈtik
bovine,ˈboʊˌvaɪn
