abandoned,əˈbændənd
internal,ˌɪnˈtɝnəɫ
international,ˌɪnɝˈnæʃənəɫ
internationalist,ˌɪnɝˈnæʃənəɫɪst
internecine,ˌɪnˈtɝnəˌsin
interpersonal,ˌɪntɝˈpɝsənəɫ
interplanetary,ˌɪntɝˈpɫænəˌtɛɹi
interpreted,ˌɪnˈtɝpɹətəd
interracial,ˌɪntɝˈɹeɪʃəɫ
interrupted,ˌɪntɝˈəptɪd
interscholastic,ˌɪntɝskəˈɫæstɪk
interstate,ˌɪntɝˈsteɪt
interstellar,ˌɪntɝˈstɛɫɝ
interstitial,ˌɪntɝˈstɪʃəɫ
intertidal,ˌɪntɝˈtaɪdəɫ
intertribal,ˌɪntɝˈtɹaɪbəɫ
intervening,ˌɪntɝˈvinɪŋ
intestinal,ɪnˈtɛstənəɫ
intimate,ˈɪnəmət
intimidated,ˌɪnˈtɪmɪˌdeɪtɪd
intolerable,ˌɪnˈtɑɫɝəbəɫ
intolerant,ˌɪnˈtɑɫɝənt
intoxicated,ɪnˈtɑksəˌkeɪtɪd
intracellular,ˌɪntɹɑˈsɛɫjəɫɝ
intracranial,ˌɪntɹəˈkɹeɪniəɫ
intractable,ˌɪnˈtɹæktəbəɫ
intramural,ˌɪntɹəmˈjʊɹəɫ
intrastate,ˌɪntɹəˈsteɪt
intrauterine,ˌɪntɹəˈjutɝɪn
intravenous,ˌɪntɹəˈvinəs
intriguing,ˌɪnˈtɹiɡɪŋ
intrinsic,ˌɪnˈtɹɪnsɪk
introductory,ˌɪntɹəˈdəktɝi
introspective,ˌɪntɹəˈspɛktɪv
intruding,ˌɪnˈtɹudɪŋ
intrusive,ˌɪnˈtɹusɪv
intuitive,ˌɪnˈtuətɪv
invalid,ˈɪnvəɫəd
invalidated,ˌɪnˈvæɫəˌdeɪtəd
invaluable,ˌɪnˈvæɫjəbəɫ
invariable,ˌɪnˈvɛɹiəbəɫ
invasive,ˌɪnˈveɪsɪv
inverse,ˌɪnˈvɝs
invertebrate,ˌɪnˈvɝtəˌbɹeɪt
inverted,ˌɪnˈvɝtɪd
invested,ˌɪnˈvɛstəd
invigorating,ˌɪnˈvɪɡɝˌeɪtɪŋ
invincible,ˌɪnˈvɪnsəbəɫ
inviolable,ˌɪnˈvaɪəɫəbəɫ
invisible,ˌɪnˈvɪzəbəɫ
inviting,ˌɪnˈvaɪtɪŋ
involuntary,ˌɪnˈvɑɫənˌtɛɹi
involved,ˌɪnˈvɑɫvd
invulnerable,ˌɪnˈvəɫnɝəbəɫ
ionic,ˌaɪˈɑnɪk
ionizing,ˈaɪəˌnaɪzɪŋ
irate,aɪˈɹeɪt
ironed,ˈaɪɝnd
ironic,aɪˈɹɑnɪk
irrational,ˌɪˈɹæʃənəɫ
irreconcilable,ˌɪˈɹɛkənˌsaɪɫəbəɫ
irregular,ˌɪˈɹɛɡjəɫɝ
irrelevant,ˌɪˈɹɛɫəvənt
irremediable,ˌɪɹɪˈmidiəbəɫ
irreparable,ˌɪˈɹɛpɝəbəɫ
irreplaceable,ˌɪɹəˈpɫeɪsəbəɫ
irrepressible,ˌɪɹəˈpɹɛsəbəɫ
irresistible,ˌɪɹɪˈzɪstəbəɫ
irresponsible,ˌɪɹəˈspɑnsəbəɫ
irreverent,ˌɪˈɹɛvɝənt
irreversible,ˌɪɹɪˈvɝsəbəɫ
irrevocable,ˌɪˈɹɛvəkəbəɫ
irritable,ˈɪɹətəbəɫ
irritating,ˈɪɹəˌteɪtɪŋ
ischemic,ˌɪsˈkɛmɪk
isentropic,ˌaɪzənˈtɹɑpək
isolated,ˈaɪsəˌɫeɪtəd
isolating,ˈaɪsəˌɫeɪtɪŋ
isolationist,ˌaɪsəˈɫeɪʃənəst
isotonic,ˌaɪsəˈtɑnɪk
isotopic,ˌaɪsəˈtɑpɪk
italic,aɪˈtæɫɪk
itchy,ˈɪtʃi
iterative,ˈɪtɝˌeɪtɪv
itinerant,aɪˈtɪnɝənt
jade,ˈdʒeɪd
jaded,ˈdʒeɪdəd
jammed,ˈdʒæmd
jarring,ˈdʒɑɹɪŋ
jaundiced,ˈdʒɔndɪst
jawed,ˈdʒɔd
jazzy,ˈdʒæzi
jealous,ˈdʒɛɫəs
jetting,ˈdʒɛtɪŋ
jihadi,dʒiˈhɑˌdi
jilted,ˈdʒɪɫtɪd
jittery,ˈdʒɪtɝi
joined,ˈdʒɔɪnd
joint,ˈdʒɔɪnt
jointed,ˈdʒɔɪnɪd
jolted,ˈdʒoʊɫtɪd
journalistic,ˌdʒɝnəˈɫɪstɪk
joyful,ˈdʒɔɪfəɫ
joyous,ˈdʒɔɪəs
judgmental,dʒədʒˈmɛnəɫ
judicial,dʒuˈdɪʃəɫ
judicious,dʒuˈdɪʃəs
jugular,ˈdʒuɡjəɫɝ
juicy,ˈdʒusi
junior,ˈdʒunjɝ
jurisdictional,ˌdʒʊɹəsˈdɪkʃənəɫ
jurisprudential,ˌdʒʊɹəsˌpɹuˈdɛnʃəɫ
just,ˈdʒəst
justifiable,ˈdʒəstəˌfaɪəbəɫ
jutting,ˈdʒətɪŋ
juvenile,ˈdʒuvəˌnaɪɫ
juxtaposed,ˌdʒəkstəˈpoʊzd
kafkaesque,ˈkɑfkəˈɛsk
keen,ˈkin
keyed,ˈkid
keyless,ˈkiɫəs
khaki,ˈkæki
killing,ˈkɪɫɪŋ
kind,ˈkaɪnd
kindly,ˈkaɪndɫi
kindred,ˈkɪndɹɪd
kinesthetic,ˌkɪnəsˈθɛtɪk
kinetic,kəˈnɛtɪk
kingly,ˈkɪŋɫi
kinky,ˈkɪŋki
knifelike,ˈnaɪˌfɫaɪk
knitted,ˈnɪtəd
knobby,ˈnɑbi
knockdown,ˈnɑkˌdaʊn
knotted,ˈnɑtɪd
knowing,ˈnoʊɪŋ
knowledgeable,ˈnɑɫədʒəbəɫ
known,ˈnoʊn
kosher,ˈkoʊʃɝ
labeled,ˈɫeɪbəɫd
labored,ˈɫeɪbɝd
labyrinthine,ˌɫæbɝˈɪnˌθin
laced,ˈɫeɪst
lacerate,ˈɫæsɝˌeɪt
lackadaisical,ˌɫækəˈdeɪzɪkəɫ
lackluster,ˈɫæˌkɫəstɝ
lactic,ˈɫæktɪk
lacy,ˈɫeɪsi
ladylike,ˈɫeɪdiˌɫaɪk
laid,ˈɫeɪd
lamented,ɫəˈmɛntɪd
lamenting,ɫəˈmɛntɪŋ
laminar,ˈɫæmɪnɝ
lanceolate,ˈɫænsiəˌɫeɪt
landed,ˈɫændəd
landless,ˈɫændɫəs
landlocked,ˈɫændˌɫɑkt
landscaped,ˈɫændˌskeɪpt
lank,ˈɫæŋk
lapidary,ˈɫæpəˌdɛɹi
lapsed,ˈɫæpst
large,ˈɫɑɹdʒ
larval,ˈɫɑɹvəɫ
laryngeal,ˌɫɑˈɹɪnˌdʒiəɫ
lascivious,ɫəˈsɪviəs
lashing,ˈɫæʃɪŋ
last,ˈɫæs
lasting,ˈɫæstɪŋ
late,ˈɫeɪt
latent,ˈɫeɪtənt
lateral,ˈɫætɝəɫ
latinate,ˈɫætəˌneɪt
latitudinal,ˌɫætəˈtudənəɫ
laughing,ˈɫæfɪŋ
laureate,ˈɫɔɹiət
lavender,ˈɫævəndɝ
lavish,ˈɫævɪʃ
lawful,ˈɫɔfəɫ
lawless,ˈɫɔɫəs
lax,ˈɫæks
laxative,ˈɫæksətɪv
lay,ˈɫeɪ
layered,ˈɫeɪɝd
leaded,ˈɫɛdɪd
leaden,ˈɫɛdən
leading,ˈɫidɪŋ
leafed,ˈɫift
leafless,ˈɫifɫəs
leaflike,ˈɫiˌfɫaɪk
leafy,ˈɫifi
leaky,ˈɫiki
lean,ˈɫin
least,ˈɫist
leavened,ˈɫɛvənd
lecherous,ˈɫɛtʃɝəs
leeward,ˈɫiwɝd
left,ˈɫɛft
leftist,ˈɫɛftɪst
legal,ˈɫiɡəɫ
legato,ɫəˈɡɑˌtoʊ
legendary,ˈɫɛdʒənˌdɛɹi
legged,ˈɫɛɡd
leggy,ˈɫɛɡi
legible,ˈɫɛdʒəbəɫ
legislative,ˈɫɛdʒəˌsɫeɪtɪv
legitimate,ɫəˈdʒɪtəmət
legless,ˈɫɛɡɫəs
lengthwise,ˈɫɛŋθˌwaɪz
lenient,ˈɫiniənt
lesbian,ˈɫɛzbiən
less,ˈɫɛs
lessened,ˈɫɛsənd
lesser,ˈɫɛsɝ
level,ˈɫɛvəɫ
lexical,ˈɫɛksɪkəɫ
liable,ˈɫaɪəbəɫ
liberal,ˈɫɪˌbɝəɫ
licentious,ɫaɪˈsɛntʃəs
licked,ˈɫɪkt
lifeless,ˈɫaɪfɫəs
lifelike,ˈɫaɪˌfɫaɪk
lifelong,ˈɫaɪˈfɫɔŋ
light,ˈɫaɪt
lighted,ˈɫaɪtəd
lightweight,ˈɫaɪtˈweɪt
likable,ˈɫaɪkəbəɫ
like,ˈɫaɪk
liked,ˈɫaɪkt
likely,ˈɫaɪkɫi
limbed,ˈɫɪmd
limbless,ˈɫɪmɫəs
limited,ˈɫɪmətəd
limiting,ˈɫɪmətɪŋ
lineal,ˈɫɪniəɫ
linear,ˈɫɪniɝ
lined,ˈɫaɪnd
linguistic,ɫɪŋˈɡwɪstɪk
lipped,ˈɫɪpt
liquid,ˈɫɪkwəd
listed,ˈɫɪstəd
literal,ˈɫɪtɝəɫ
literary,ˈɫɪtɝˌɛɹi
literate,ˈɫɪtɝət
lithic,ˈɫɪθɪk
lithographic,ˌɫɪθəˈɡɹæfɪk
litigious,ˈɫɪtɪdʒəs
little,ˈɫɪtəɫ
littoral,ˈɫɪtɝəɫ
liturgical,ɫəˈtɝdʒɪkəɫ
livable,ˈɫɪvəbəɫ
live,ˈɫaɪv
lively,ˈɫaɪvɫi
liveried,ˈɫɪvɹid
livid,ˈɫɪvɪd
living,ˈɫɪvɪŋ
loaded,ˈɫoʊdɪd
loamy,ˈɫoʊmi
loath,ˈɫoʊθ
lobed,ˈɫoʊbd
local,ˈɫoʊkəɫ
localized,ˈɫoʊkəˌɫaɪzd
located,ˈɫoʊˌkeɪd
locomotive,ˌɫoʊkəˈmoʊtɪv
logarithmic,ˌɫɑɡɝˈɪðmɪk
logical,ˈɫɑdʒɪkəɫ
logistic,ɫəˈdʒɪstɪk
lone,ˈɫoʊn
lonely,ˈɫoʊnɫi
long,ˈɫɔŋ
longhand,ˈɫɔŋˌhænd
longish,ˈɫɔŋɪʃ
longitudinal,ˌɫɑndʒəˈtudənəɫ
longstanding,ˈɫɔŋˌstændɪŋ
longtime,ˈɫɔŋˌtaɪm
looking,ˈɫʊkɪŋ
loopy,ˈɫupi
loose,ˈɫus
lost,ˈɫɔst
louche,ˈɫuʃ
loud,ˈɫaʊd
lousy,ˈɫaʊzi
lovable,ˈɫəvəbəɫ
loveless,ˈɫəvɫəs
lovely,ˈɫəvɫi
loving,ˈɫəvɪŋ
low,ˈɫoʊ
lowborn,ˈɫoʊˈbɔɹn
lowered,ˈɫoʊɝd
lowland,ˈɫoʊˌɫænd
lubricated,ˈɫubɹəˌkeɪtɪd
lubricious,ɫuˈbɹɪʃəs
lucid,ˈɫusəd
lucky,ˈɫəki
lucrative,ˈɫukɹətɪv
lugubrious,ɫuɡˈjubɹiəs
lukewarm,ˈɫuˈkwɔɹm
lumbar,ˈɫəmˌbɑɹ
luminescent,ˌɫuməˈnɛsənt
lunar,ˈɫunɝ
lunatic,ˈɫunəˌtɪk
lupine,ˈɫuˌpaɪn
lurid,ˈɫʊɹəd
lush,ˈɫəʃ
lustful,ˈɫəstfəɫ
lymphatic,ˌɫɪmˈfætɪk
lymphoid,ˈɫɪmˌfɔɪd
lyonnaise,ˌɫaɪəˈneɪz
lyric,ˈɫɪɹɪk
lyrical,ˈɫɪɹɪkəɫ
macro,ˈmækɹoʊ
macroeconomic,ˌmækɹoʊɛkəˈnɑmɪk
made,ˈmeɪd
magenta,məˈdʒɛntə
magisterial,ˌmædʒɪˈstiɹiəɫ
magnetic,mæɡˈnɛtɪk
main,ˈmeɪn
majestic,məˈdʒɛstɪk
major,ˈmeɪdʒɝ
maladjusted,ˌmæɫəˈdʒəstɪd
malarial,məˈɫɛɹiəɫ
male,ˈmeɪɫ
malevolent,məˈɫɛvəɫənt
malicious,məˈɫɪʃəs
malign,məˈɫaɪn
malignant,məˈɫɪɡnənt
malnourished,mæɫˈnɝɪʃt
malted,ˈmɔɫtəd
mammalian,məˈmeɪɫiən
mammary,ˈmæmɝi
manageable,ˈmænɪdʒəbəɫ
managerial,ˌmænɪˈdʒɪɹiəɫ
mandibular,ˌmænˈdɪbjuɫɝ
maneuverable,məˈnuvɝəbəɫ
mangy,ˈmeɪndʒi
maniacal,məˈnaɪəkəɫ
manifold,ˈmænəˌfoʊɫd
manipulative,məˈnɪpjəˌɫeɪtɪv
manly,ˈmænɫi
manned,ˈmænd
mannered,ˈmænɝd
manual,ˈmænjuəɫ
manufactured,ˌmænjəˈfæktʃɝd
many,ˈmɛni
marauding,mɝˈɔdɪŋ
marbled,ˈmɑɹbəɫd
marginal,ˈmɑɹdʒənəɫ
marine,mɝˈin
marital,ˈmɛɹətəɫ
maritime,ˈmɛɹəˌtaɪm
marked,ˈmɑɹkt
marketable,ˈmɑɹkətəbəɫ
maroon,mɝˈun
married,ˈmɛɹid
marsupial,mɑɹˈsupiəɫ
martial,ˈmɑɹʃəɫ
marvelous,ˈmɑɹvəɫəs
masculine,ˈmæskjəɫən
masochistic,ˈmæsəkɪstɪk
masonic,məˈsɑnɪk
massive,ˈmæsɪv
masted,ˈmæstəd
matched,ˈmætʃt
mated,ˈmeɪtɪd
material,məˈtɪɹiəɫ
materialistic,məˌtɪɹiəˈɫɪstɪk
maternal,məˈtɝnəɫ
mathematical,ˌmæθəˈmætɪkəɫ
matriarchal,ˌmeɪtɹiˈɑɹkəɫ
matrilineal,ˌmætɹɪˈɫɪniəɫ
matronly,ˈmeɪtɹənɫi
mature,məˈtʃʊɹ
mauve,ˈmɔv
maxi,ˈmæksi
maxillary,mækˈsɪɫəˌɹi
maximal,ˈmæksəməɫ
maximizing,ˈmæksəˌmaɪzɪŋ
mayoral,ˈmeɪɝəɫ
meager,ˈmiɡɝ
mealy,ˈmiɫi
mean,ˈmin
meandering,miˈændɝɪŋ
meaning,ˈminɪŋ
meaningful,ˈminɪŋfəɫ
meaningless,ˈminɪŋɫəs
measly,ˈmizɫi
measurable,ˈmɛʒɝəbəɫ
measured,ˈmɛʒɝd
meatless,ˈmitɫəs
meaty,ˈmiti
mechanic,məˈkænɪk
mechanical,məˈkænɪkəɫ
mechanistic,ˌmɛkəˈnɪstɪk
mechanized,ˈmɛkəˌnaɪzd
medial,ˈmidiəɫ
median,ˈmidiən
mediate,ˈmidiˌeɪt
mediated,ˈmidiˌeɪtɪd
medical,ˈmɛdəkəɫ
medieval,miˈdivəɫ
mediocre,ˌmidiˈoʊkɝ
medium,ˈmidiəm
meek,ˈmik
melancholy,ˈmɛɫənˌkɑɫi
mellow,ˈmɛɫoʊ
melodic,məˈɫɑdɪk
melodious,məˈɫoʊdiəs
melodramatic,ˌmɛɫədɹəˈmætɪk
membered,ˈmɛmbɝd
membranous,ˈmɛmbɹənəs
mendacious,mɛnˈdeɪʃəs
menopausal,ˌmɛnəˈpaʊzəɫ
menstrual,ˈmɛnstɹəɫ
mental,ˈmɛntəɫ
mercantile,ˈmɝkənˌtaɪɫ
mercenary,ˈmɝsəˌnɛɹi
merciful,ˈmɝsɪfəɫ
merciless,ˈmɝsəɫəs
mercurial,mɝkˈjʊɹiəɫ
mercuric,mɝkˈjʊɹɪk
meridian,mɝˈɪdiən
merited,ˈmɛɹɪtɪd
meritorious,ˌmɛɹəˈtɔɹiəs
mesenteric,ˌmɛsənˈtɛɹɪk
meshed,ˈmɛʃt
mesolithic,ˌmɛzəˈɫɪθɪk
messianic,ˌmɛsiˈænɪk
messy,ˈmɛsi
metabolic,ˌmɛtəˈbɑɫɪk
metacarpal,ˌmɛtəˈkɑɹpəɫ
metallic,məˈtæɫɪk
metallurgical,ˌmɛtəˈɫɝdʒɪkəɫ
metamorphic,ˌmɛtəˈmɔɹfɪk
metaphorical,ˌmɛtəˈfɔɹɪkəɫ
metaphysical,ˌmɛtəˈfɪzɪkəɫ
metastatic,ˌmɛtəˈstætɪk
meteoric,ˌmitiˈɔɹɪk
methodical,məˈθɑdəkəɫ
methodological,ˌmɛθədəˈɫɑdʒɪkəɫ
meticulous,məˈtɪkjəɫəs
metric,ˈmɛtɹɪk
metropolitan,ˌmɛtɹəˈpɑɫətən
micro,ˈmaɪˌkɹoʊ
microbial,maɪˈkɹoʊbiəɫ
microeconomic,ˌmaɪkɹoʊˌɛkəˈnɑmɪk
microelectronic,ˌmaɪkɹoʊɪɫɛkˈtɹɑnɪk
microscopic,ˌmaɪkɹəˈskɑpɪk
mid,ˈmɪd
middle,ˈmɪdəɫ
midi,ˈmidi
mighty,ˈmaɪti
migrant,ˈmaɪɡɹənt
migratory,ˈmaɪɡɹəˌtɔɹi
milch,ˈmɪɫtʃ
mild,ˈmaɪɫd
militant,ˈmɪɫətənt
militaristic,ˌmɪɫɪtɝˈɪstɪk
militarized,ˈmɪɫətɝˌaɪzd
military,ˈmɪɫəˌtɛɹi
milky,ˈmɪɫki
milled,ˈmɪɫd
millennial,mɪˈɫɛniəɫ
million,ˈmɪɫjən
millionth,ˈmɪɫjənθ
mimic,ˈmɪmɪk
minded,ˈmaɪndəd
mindful,ˈmaɪndfəɫ
mindless,ˈmaɪndɫəs
mined,ˈmaɪnd
mineral,ˈmɪnɝəɫ
mini,ˈmɪni
miniature,ˈmɪniəˌtʃʊɹ
minimal,ˈmɪnəməɫ
minimalist,ˈmɪnəməɫɪst
ministerial,ˌmɪnɪˈstiɹiəɫ
minor,ˈmaɪnɝ
mint,ˈmɪnt
minus,ˈmaɪnəs
minuscule,ˈmɪnəˌskjuɫ
minute,ˈmɪnət
mirrored,ˈmɪɹɝd
mischievous,ˈmɪstʃəvəs
miscible,ˈmɪsəbəɫ
miserable,ˈmɪzɝəbəɫ
misguided,mɪsˈɡaɪdɪd
mislaid,mɪˈsɫeɪd
mismatched,mɪsˈmætʃt
misplaced,mɪsˈpɫeɪst
missing,ˈmɪsɪŋ
misty,ˈmɪsti
misunderstood,ˌmɪsəndɝˈstʊd
misused,mɪsˈjuzd
mitigated,ˈmɪtəˌɡeɪtɪd
mitotic,ˌmaɪˈtɔtɪk
mitral,ˈmaɪtɹəɫ
mnemonic,niˈmɑnɪk
mobile,ˈmoʊbəɫ
mocking,ˈmɑkɪŋ
modal,ˈmoʊdəɫ
modeled,ˈmɑdəɫd
moderate,ˈmɑdɝˌeɪt
moderating,ˈmɑdɝˌeɪtɪŋ
modern,ˈmɑdɝn
moderne,moʊˈdɛɹn
modernized,ˈmɑdɝˌnaɪzd
modest,ˈmɑdəst
modified,ˈmɑdəˌfaɪd
modular,ˈmɑdʒəɫɝ
modulated,ˈmɔdʒjuɫeɪtɪd
molar,ˈmoʊɫəɹ
molecular,məˈɫɛkjəɫɝ
molten,ˈmoʊɫtən
momentous,moʊˈmɛntəs
monatomic,ˌmɑnəˈtɑmɪk
monetary,ˈmɑnəˌtɛɹi
moneyed,ˈmənid
moneyless,ˈməniɫɪs
mongoloid,ˈmɑŋɡəˌɫɔɪd
monocarpic,ˌmɑnəˈkɑɹpɪk
monochromatic,ˌmɑnəkɹoʊˈmætɪk
monoclinic,ˌmɑnəˈkɫɪnɪk
monoclonal,ˌmɑnəˈkɫoʊnəɫ
monogamous,məˈnɑɡəməs
monolingual,ˌmɑnəˈɫɪŋɡwəɫ
mononuclear,ˌmɑnəˈnukɫiɝ
monophonic,ˌmɑnəˈfɑnɪk
monopolistic,məˌnɑpəˈɫɪstɪk
monovalent,ˌmɑnəˈveɪɫənt
monstrous,ˈmɑnstɹəs
monthlong,ˈmənθˌɫɔŋ
monumental,ˌmɑnjəˈmɛnəɫ
moonlike,ˈmunˌɫaɪk
moonlit,ˈmunˌɫɪt
moot,ˈmut
moral,ˈmɔɹəɫ
moralistic,ˌmɔɹəˈɫɪstɪk
morbid,ˈmɔɹbəd
more,ˈmɔɹ
moribund,ˈmɔɹəbənd
mortal,ˈmɔɹtəɫ
mortuary,ˈmɔɹtʃuˌɛɹi
most,ˈmoʊs
motherless,ˈməðɝɫɪs
motherly,ˈməðɝɫi
motile,ˈmoʊtəɫ
motivated,ˈmoʊtəˌveɪtəd
motivational,ˌmoʊtəˈveɪʃənəɫ
motive,ˈmoʊtɪv
motley,ˈmɑtɫi
motorized,ˈmoʊtɝˌaɪzd
mountainous,ˈmaʊntənəs
mounted,ˈmaʊnɪd
mournful,ˈmɔɹnfəɫ
mousy,ˈmaʊsi
movable,ˈmuvəbəɫ
moved,ˈmuvd
moving,ˈmuvɪŋ
much,ˈmətʃ
mucky,ˈməki
mucosal,mjuˈkoʊsəɫ
mucous,ˈmjukəs
muffled,ˈməfəɫd
muggy,ˈməɡi
multicultural,ˌməɫtiˈkəɫtʃɝəɫ
multiethnic,ˌməɫtiˈɛθnɪk
multilateral,ˌməɫtiˈɫætɝəɫ
multilevel,ˌməɫtaɪˈɫɛvəɫ
multilingual,ˌməɫtaɪˈɫɪŋwəɫ
multinational,ˌməɫˌtaɪˈnæʃənəɫ
multiple,ˈməɫtəpəɫ
multiplex,ˈməɫtiˌpɫɛks
multipurpose,ˌməɫtiˈpɝpəs
multiracial,ˌməɫˌtaɪˈɹeɪʃəɫ
multistory,ˈməɫtiˌstɔɹi
multivariate,ˌməɫtiˈvæɹiɪt
mum,ˈməm
mundane,mənˈdeɪn
municipal,mjuˈnɪsəpəɫ
mural,ˈmjʊɹəɫ
murdered,ˈmɝdɝd
murine,ˈmjʊˌɹin
murky,ˈmɝki
murmuring,ˈmɝmɝɪŋ
muscular,ˈməskjəɫɝ
mushy,ˈməʃi
musical,ˈmjuzɪkəɫ
mustachioed,məˈstæʃiˌoʊd
mutable,ˈmjutəbəɫ
mutant,ˈmjutənt
mute,ˈmjut
mutinous,ˈmjutənəs
myocardial,ˌmaɪəˈkɑɹdiəɫ
mystic,ˈmɪstɪk
mythic,ˈmɪθɪk
naive,ˌnaɪˈiv
naked,ˈneɪkəd
nameless,ˈneɪmɫəs
napping,ˈnæpɪŋ
narcotic,nɑɹˈkɑtɪk
narrative,ˈnæɹətɪv
narrow,ˈnæɹoʊ
narrowed,ˈnɛɹoʊd
nary,ˈnɛɹi
nascent,ˈneɪsənt
nasty,ˈnæsti
natal,ˈneɪtəɫ
national,ˈnæʃənəɫ
nationalist,ˈnæʃənəɫəst
native,ˈneɪtɪv
nativist,ˈneɪtɪˌvɪst
natural,ˈnætʃɝəɫ
naturalistic,ˌnætʃɝəˈɫɪstɪk
naturalized,ˈnætʃɝəˌɫaɪzd
nauseated,ˈnɔziˌeɪtəd
nauseating,ˈnɔʒiˌeɪtɪŋ
nautical,ˈnɔtəkəɫ
naval,ˈneɪvəɫ
navigable,ˈnævəɡəbəɫ
navigational,ˌnævəˈɡeɪʃənəɫ
near,ˈnɪɹ
nearby,ˈnɪɹˈbaɪ
nearsighted,ˈniɹˌsaɪtɪd
neat,ˈnit
nebulous,ˈnɛbjəɫəs
necessary,ˈnɛsəˌsɛɹi
necked,ˈnɛkt
nee,ˈni
needed,ˈnidəd
needled,ˈnidəɫd
needy,ˈnidi
nefarious,nəˈfɛɹiəs
negative,ˈnɛɡətɪv
neglected,nəˈɡɫɛktəd
negligent,ˈnɛɡɫədʒənt
negligible,ˈnɛɡɫədʒəbəɫ
negotiable,nəˈɡoʊʃəbəɫ
negroid,ˈniɡɹɔɪd
neighboring,ˈneɪbɝɪŋ
neo,ˈnioʊ
neoclassic,ˌnioʊˈkɫæsɪk
neoliberal,ˌnioʊˈɫɪbɝəɫ
neolithic,ˈnioʊˌɫɪθɪk
neonatal,ˌnioʊˈneɪtəɫ
neotenic,ˌniəˈtinɪk
neritic,nɝˈɪtɪk
nervous,ˈnɝvəs
nervy,ˈnɝvi
nestled,ˈnɛsəɫd
net,ˈnɛt
nether,ˈnɛðɝ
neural,ˈnjʊɹəɫ
neurological,ˌnʊɹəˈɫɑdʒɪkəɫ
neurotic,nʊˈɹɑtɪk
neuter,ˈnutɝ
neutral,ˈnutɹəɫ
neutralized,ˈnutɹəˌɫaɪzd
new,ˈnju
newborn,ˈnubɔɹn
newfangled,ˌnuˈfæŋɡəɫd
newfound,ˈnuˈfaʊnd
newsworthy,ˈnuzˌwɝði
newsy,ˈnuzi
nice,ˈnaɪs
nine,ˈnaɪn
nineteen,ˈnaɪnˈtin
nineteenth,ˈnaɪnˈtinθ
ninetieth,ˈnaɪntiɪθ
ninety,ˈnaɪnti
ninth,ˈnaɪnθ
nippy,ˈnɪpi
nitrogenous,naɪˈtɹɑdʒənəs
no,ˈnoʊ
noble,ˈnoʊbəɫ
nocturnal,nɑkˈtɝnəɫ
nodular,ˈnɑdʒəɫɝ
noisy,ˈnɔɪzi
nominal,ˈnɑmənəɫ
nonalcoholic,ˌnɑˌnæɫkəˈhɑɫɪk
nonaligned,ˈnɑnəˌɫaɪnd
noncombatant,ˌnɑnkəmˈbætənt
noncommercial,ˈnɑnkəˈmɝʃəɫ
noncompetitive,ˌnɑnkəmˈpɛtətɪv
nondeductible,nɑndɪˈdəktɪbəɫ
none,ˈnən
nonfinancial,nɑnfaɪˈnænʃəɫ
nonhuman,nɑnˈhjumən
nonpartisan,nɑnˈpɑɹtəzən
nonpoisonous,nɑnˈpɔɪzənəs
nonpolitical,ˌnɑnpəˈɫɪtɪkəɫ
nonprescription,ˌnɑnpɹəsˈkɹɪpʃən
nonproductive,ˌnɑnpɹəˈdəktɪv
nonprofessional,ˌnɑnpɹəˈfɛʃənəɫ
nonprofit,nɑnˈpɹɑfət
nonpublic,nɑnˈpəbɫɪk
nonracial,nɑnˈɹeɪʃəɫ
nonresident,nɑnˈɹɛzədənt
nonresidential,ˌnɑnˌɹɛzəˈdɛnʃəɫ
nonsectarian,ˌnɑnsɛkˈtɛɹiən
nonsense,ˈnɑnsɛns
nonstandard,nɑnˈstændɝd
nonstick,nɑnˈstɪk
nonstop,ˌnɑnˈstɑp
nonsurgical,nɑnˈsɝdʒɪkəɫ
nontaxable,nɑnˈtæksəbəɫ
nontoxic,nɑnˈtɑksɪk
nontraditional,ˌnɑntɹəˈdɪʃənəɫ
nontransferable,ˌnɑnˌtɹænsˈfɝəbəɫ
nonunion,nɑnˈjunjən
nonverbal,nɑnˈvɝbəɫ
nonviolent,nɑnˈvaɪəɫənt
nonvolatile,nɑnˈvɑɫətəɫ
nordic,ˈnɔɹdɪk
normal,ˈnɔɹməɫ
normative,ˈnɔɹmətɪv
north,ˈnɔɹθ
northbound,ˈnɔɹθbaʊnd
northeasterly,ˌnɔɹˈθistɝɫi
northeastern,ˌnɔɹˈθistɝn
northeastward,ˌnɔɹˈθistwɝd
northerly,ˈnɔɹðɝɫi
northern,ˈnɔɹðɝn
northernmost,ˈnɔɹðɝnˌmoʊst
northwesterly,ˌnɔɹθˈwɛstɝɫi
northwestern,ˌnɔɹθˈwɛstɝn
nosed,ˈnoʊzd
nosy,ˈnoʊzi
noted,ˈnoʊtəd
noteworthy,ˈnoʊtˌwɝði
noticeable,ˈnoʊtəsəbəɫ
noticed,ˈnoʊtəst
nourished,ˈnɝɪʃt
novel,ˈnɑvəɫ
noxious,ˈnɑkʃəs
nth,ˈɛnθ
nuclear,ˈnukɫiɝ
nugatory,ˈnuɡɑˌtɔɹi
null,ˈnəɫ
numbing,ˈnəmɪŋ
numeral,ˈnumɝəɫ
numeric,nuˈmɛɹɪk
numerical,nuˈmɛɹəkəɫ
numerous,ˈnumɝəs
nursed,ˈnɝst
